premise,hypothesis,label
"['would', 'probably', 'lot', 'work', 'probably', 'turn', 'good']","['think', 'would', 'lot', 'work', 'like', 'instead', 'way']",1
"['fact', 'wise', 'drive', 'little', 'possible', 'inside', 'paris', 'priphrique', 'ringroad', 'runs', 'around', 'city', 'worth', 'staying', 'youre', 'close', 'possible', 'destination']","['paris', 'one', 'try', 'avoid', 'driving']",0
"['yeah', 'well', 'im', 'hot', 'weather', 'person', 'im', 'take', 'heat', 'dont', 'like', 'cold']","['like', 'warm', 'weather']",2
"['basic', 'elements', 'life', 'aegean', 'began', 'come', 'together', 'early', '5000', 'bc', 'already', 'place', 'late', 'bronze', 'age', 'c']","['aegean', 'life', 'never', 'succeeded']",2
"['however', 'specific', 'approaches', 'executing', 'principles', 'tended', 'differ', 'among', 'various', 'sectors']","['specific', 'approaches', 'principle', 'different', 'sector']",0
"['islands', 'officially', 'proudly', 'part', 'france', 'colonies', 'three', 'centuries']","['islands', 'allowed', 'join', 'france']",2
['maybe'],"['possible', 'also']",0
"['would', 'good', 'whatd', 'say']","['interested', 'youd', 'say']",0
"['help', 'ensure', 'success', 'gpra', 'cfo', 'council', 'cfo', 'act', 'created', 'provide', 'leadership', 'foundation', 'necessary', 'effectively', 'carry', 'chief', 'financial', 'officers', 'responsibilities', 'established', 'gpra', 'implementation', 'committee']","['gpra', 'successful']",1
"['short', 'run', 'higherincome', 'taxpayers', 'may', 'pay', 'taxes', 'less', 'capgains', 'rate', 'cut', 'leads', 'sell', 'assets', 'otherwise', 'would', 'done']","['capgains', 'tax', 'would', 'make', 'people', 'buy', 'assets']",2
"['cybernetics', 'always', 'derrys', 'passion']","['derry', 'knew', 'nothing', 'cybernetics']",2
"['south', 'carolina', 'referendum', 'right', 'supreme', 'court', 'canceled', 'vote', 'upheld', 'ban']","['south', 'carolina', 'doesnt', 'referendum', 'rights', 'supreme', 'court', 'upheld', 'ban', 'corporate', 'contributions']",1
"['nonfederal', 'physical', 'property', 'annual', 'stewardship', 'information', 'fiscal', 'year', 'ended', 'september']","['report', 'details', 'federal', 'physical', 'property']",2
['see'],['saw'],1
"['guess', 'im', 'going']","['ill', 'come', 'along']",0
"['yeah', 'music', 'uh', 'well', 'excellent', 'story', 'line', 'everything', 'good']","['wasnt', 'anything', 'good']",2
"['never', 'know', 'wont', 'turn', 'next']","['knows', 'turn', 'next']",0
"['working', 'groups', 'established', 'coordinate', 'training', 'statewide', 'focus', 'establishment', 'statewide', 'website', 'continue', 'coordination', 'sharing', 'technology', 'matters']","['groups', 'formed', 'coordinate', 'technology', 'training', 'around', 'state']",0
"['event', 'legal', 'services', 'personnel', 'court', 'personnel', 'technology', 'experts', 'saw', 'demonstrations', 'four', 'companies', 'products', 'assessed', 'utility', 'preparing', 'pro', 'se', 'documents']","['legal', 'services', 'personnel', 'saw', 'product', 'demonstrations', 'software', 'would', 'help', 'file', 'cases', 'quickly']",1
"['two', 'minds', 'one', 'reveled', 'peace', 'village']","['loved', 'smiling', 'villagers', 'loved']",1
"['oh', 'theyre', 'fired', 'one', 'chance', 'go', 'program', 'come', 'back', 'positive', 'one', 'chance', 'go', 'go', 'lot', 'uh', 'rehabilitation', 'alcohol', 'drug', 'use', 'uh', 'uh', 'lot', 'uh', 'agency', 'go', 'personal', 'problems', 'financial', 'whatever']","['drug', 'test', 'positive', 'given', 'chance', 'go', 'rehabilitation', 'program']",0
"['leave', 'house', 'shall', 'followed', 'molested', 'mr', 'browns', 'plan', 'lead']","['nobody', 'follow', 'us', 'leave', 'house', 'time']",2
"['salesladies', 'colorful', 'softsell', 'market', 'wear', 'traditional', 'martinique', 'costumes']","['market', 'seen', 'colorful', 'softsell']",0
"['muchpreviewed', 'profile', 'michael', 'huffington', 'reveals', 'issurprise', 'surprisegay']","['michael', 'huffington', 'gone', 'great', 'lengths', 'order', 'conceal', 'sexuality']",1
"['basically', 'sell']","['never', 'sell']",2
"['copied', 'louis', 'xivs', 'centralized', 'administration', 'taxcollection', '18th', 'century', 'turin', 'sparkling', 'royal', 'capital', 'built', 'quite', 'unlike', 'italian', 'city', 'classical', 'french', 'manner']","['turin', 'never', 'collected', 'taxes', 'collectivized', 'power']",2
"['uhhuh', 'well', 'good', 'mean', 'bring', 'peoples', 'attention']","['good', 'brings', 'peoples', 'attention']",0
"['end', 'show', 'cluster', 'popular', 'sportswear', 'tommy', 'hilfiger', 'donna', 'karan', 'nautica', 'gap', 'names', 'applied']","['donna', 'karan', 'company', 'produces', 'sportswear']",2
"['money', 'results', 'another', 'voice', 'tommy', 'rather', 'thought', 'boris', 'replied', 'guarantee', 'results']","['cant', 'guarantee', 'results', 'money']",2
"['beautiful', 'examples', 'enamelware', 'ceramics', 'pottery', 'produced', 'great', 'abundance', 'often', 'following', 'celtic', 'theme']","['large', 'number', 'celticthemed', 'items', 'produced']",0
"['recently', 'met', 'guy', 'party', 'san', 'barenakedinos']","['ssaturday', 'night', 'met', 'guy', 'club', 'san', 'barenakedinos']",1
"['oh', 'well', 'yeah', 'thats', 'say', 'thank']","['thank', 'thats', 'say']",0
"['story', 'technology', 'business', 'gets', 'spiced', 'reality', 'bland']","['reality', 'bland', 'virtual', 'reality', 'technology', 'business', 'gets', 'spiced']",1
"['let', 'draw', 'slightly', 'different', 'moral', 'saga', 'beach', 'volleyball', 'evolved', 'speaker', 'gingrich', 'says', 'price', 'volleyball', 'eternal', 'freedom', 'still', 'may', 'take', 'village', 'raise', 'volleyball', 'net']","['speaker', 'gingrich', 'thinks', 'linear', 'connection', 'volleyball', 'freedom']",1
"['know', 'long', 'supposed', 'take']","['know', 'long', 'theyre', 'supposed', 'take']",0
"['michael', 'b', 'wachter', 'university', 'pennsylvania', 'colleagues', 'conclude', 'wage', 'fringe', 'benefit', 'premium', 'postal', 'bargaining', 'labor', 'force', '29']","['wachter', 'works', 'university', 'chicago']",2
"['door', 'opened', 'severn', 'stepped']","['waiting', 'someone', 'open', 'door']",2
"['yeah', 'thats', 'thats', 'always', 'nice', 'animal', 'kids', 'play', 'like', 'old', 'kids']","['good', 'animal', 'kids', 'play']",0
"['umhum', 'keep', 'entertained', 'sure', 'uh', 'wifes', 'uh', 'mother', 'uh', 'oh', 'seventy', 'seven', 'guess', 'really', 'gets', 'thrill', 'go', 'see', 'bring', 'dog', 'think', 'shes', 'happy', 'see', 'dog', 'us']","['dont', 'dog']",2
"['carmel', 'man', 'relation', 'neanderthal', 'family', 'lived', '600000', 'years', 'ago']","['carmel', 'man', 'camel', 'representing', 'cigarette', 'brand']",2
"['evillooking', 'number', '14']","['number', '14', 'looked', 'innocent']",2
"['know', 'arnold', 'schwarzenegger', 'getting', 'uh', 'bit', 'variety', 'actor', 'know', 'first', 'big', 'muscle', 'man', 'hes', 'kind', 'branching']","['prefer', 'arnold', 'schwarzenegger', 'variety', 'actor', 'muscle', 'man']",1
"['yeah', 'know', 'uh', 'know', 'came', 'eighty', 'seven', 'still', 'uh', 'last', 'year', 'put', 'punch', 'cards']","['first', 'started', 'eighties', 'use', 'punch', 'cards']",0
"['also', 'downtown', 'flower', 'market', 'wall', '8th', 'streets', 'freshcut', 'flowers', 'variety', 'plants', 'bargain', 'prices', 'best', 'selections', 'found', 'dawn']","['freshcut', 'flowers', 'available', 'market', 'range', 'cheap', 'expensive']",1
"['yeah', 'yeah', 'uhhuh', 'yeah', 'saw', 'one', 'uh', 'find', 'uh', 'uh', 'get', 'dollar', 'movies', 'know', 'theyre', 'uh', 'theyre', 'dollar', 'half', 'dollar', 'quarter', 'dollar', 'half']","['get', 'flubber', 'dollar', 'movies']",1
"['life', 'track']","['life', 'path']",0
"['western', 'end', 'cowgate', 'meets', 'holyrood', 'road', 'see', 'one', 'remaining', 'sections', 'edinburghs', 'old', 'city', 'wall', 'flodden', 'wall', 'built', 'following', 'lang', 'siege', '1570s']","['flodden', 'wall', 'built', 'townspeople', 'protect', 'invasion']",1
"['friendly', 'staff']","['staff', 'friendly', 'give', 'tips']",1
"['umhum', 'ice', 'yeah']","['sunshine', 'heat', 'wave', 'yes']",2
"['see', 'situation', 'like', 'boys', 'sixteen', 'years', 'old', 'sexually', 'involved', 'think', 'like', 'particular', 'point', 'twenty', 'three', 'know', 'wasnt', 'really', 'much', 'older', 'boy', 'age', 'think', 'theyre', 'um', 'know', 'lets', 'face', 'thats', 'point', 'life', 'youre', 'starting', 'realize', 'things', 'life']","['small', 'age', 'gap', 'charges', 'pressed']",1
"['cycle', 'confirmation', 'prophecy', 'indicates', 'thing', 'happen', 'happenthough', 'always', 'expected']","['prophecy', 'indicative', 'thing', 'happening', 'occur', 'cycle', 'confirmation']",0
"['cant', 'find', 'benjamin', 'lincolnnatalia', 'said']","['12', 'hours', 'looking', 'lincolnnatalia', 'gave']",1
"['associates', 'werent', 'operating', 'level', 'metaphor']","['associates', 'operating', 'level', 'metaphor']",2
"['get', 'uh', 'dont', 'know', 'know', 'reasonable', 'amount', 'money']","['give', 'money', 'get']",1
"['well', 'think', 'uh', 'mean', 'far', 'retirement']","['believe', 'referring', 'retirement']",0
"['must', 'also', 'report', 'information', 'employees', 'home', 'agency', 'promptly', 'facilitate', 'disbursement', 'pay', 'home', 'agency']","['home', 'agency', 'take', 'care', 'financial', 'aspects']",0
"['easternmost', 'tip', 'jamaica', 'stands', 'morant', 'point', 'lighthouse', 'built', '1841']","['morant', 'point', 'lighthouse', 'mexico']",2
"['knows', 'mines']","['aware', 'mines', 'exist']",0
"['seemed', 'different']","['changed', 'lot', 'since', 'last', 'time', 'wed', 'seen']",1
"['charged', 'jon', 'knife', 'high']","['charged', 'jon', 'bloody', 'knife']",1
"['conversation', 'overheard', 'stimulated', 'curiosity']","['hadnt', 'heard', 'anything']",2
"['yes', 'youve', 'done', 'well', 'young', 'man']","['done', 'well']",2
"['youre', 'crazed', 'beresford']","['need', 'see', 'therapist', 'beresford']",1
"['hardly', 'catering', 'locals', 'universal', 'citys', 'cityalk', 'attempts', 'snag', 'tourist', 'dollars', 'extensive', 'collection', 'retail', 'wonders', 'including', 'magic', 'shops', 'toy', 'stores', 'sports', 'shops', 'host', 'science', 'fiction', 'memorabilia']","['locals', 'arent', 'primary', 'target', 'many', 'magic', 'shops', 'toy', 'stores', 'sports', 'shops']",0
"['bigger', 'contribution', 'may', 'may', 'mean', 'really', 'really', 'support', 'candidate', 'x', 'freedom', 'association', 'even', 'bigger', 'stretchone', 'justice', 'thomas', 'would', 'laugh', 'court', 'liberal', 'proposed']","['justice', 'thomas', 'wanted', 'freedom', 'association']",2
"['volumes', 'available', 'wont', 'returned', 'stacks', 'damp', 'library', 'gets', 'renovated']","['widely', 'sought', 'volumes', 'available', 'public', 'renovation']",1
"['indeed', '58', 'percent', 'columbiahcas', 'beds', 'lie', 'empty', 'compared', '35', 'percent', 'nonprofit', 'beds']","['58', 'columbiahcas', 'beds', 'empty']",0
"['main', 'funding', 'source', 'marylands', 'legal', 'services', 'poor', 'fallen', 'hard', 'times', 'advocates', 'preparing', 'seek', 'unprecedented', 'state', 'financial', 'help', 'even', 'keep', 'eye', 'legal', 'challenge', 'threatens', 'cut', 'main', 'source', 'funding', 'services', 'nationwide']","['tough', 'economy', 'primary', 'funding', 'marylands', 'legal', 'aid', 'suffered', 'thus', 'seeking', 'special', 'assistance', 'state', 'become', 'necessary']",0
"['oh', 'uhhuh', 'well', 'wouldnt', 'would']",['wouldnt'],0
"['northern', 'slopes', 'rocky', 'outcropping', 'site', 'ancient', 'capital', 'island', 'also', 'called', 'thira', 'dates', 'third', 'century', 'bc', 'aegean', 'ptolemaic', 'rule']","['ancient', 'capital', 'stunning', 'architecture', 'entire', 'island']",1
"['always', 'need', 'attorney', 'general', 'law']","['much', 'need', 'attorneys', 'practice', 'law']",2
"['two', 'productive', 'operations', 'easier', 'study', 'understand', 'since', 'firms', '40000', 'locations', 'large', 'proportion', 'workforce', 'working', 'outdoors']","['workplace', 'based', 'indoors']",2
"['ready', 'returned', 'susans', 'voice', 'back', 'mind']","['could', 'imagine', 'susans', 'voice', 'speaking']",0
"['uh', 'hope', 'like', 'office']","['hope', 'office', 'standards']",0
"['today', 'possible', 'walk', 'old', 'agora', 'marketplace', 'stroll', 'along', 'roman', 'roads']","['walking', 'old', 'agora', 'popular', 'pastime']",1
"['inflation', 'supposed', 'deadly', 'poison', 'useful', 'medicine']","['inflation', 'supposed', 'poison', 'economists', 'considering', 'whether', 'might', 'actually', 'useful']",1
"['fox', 'news', 'sunday', 'host', 'tony', 'snow', 'touted', 'poll', 'showing', '60', 'percent', 'americans', 'think', 'allegations', 'represent', 'pattern', 'behavior']","['tony', 'snow', 'touted', 'poll', 'showing', '60', 'percent', 'americans', 'think', 'allegations', 'represent', 'pattern', 'behavior']",0
"['25', 'financial', 'audits', 'performed', 'american', 'institute', 'certified', 'public', 'accountants', 'aicpa', 'generally', 'accepted', 'auditing', 'standards', 'field', 'work', 'reporting', 'well', 'related', 'aicpa', 'statements', 'auditing', 'standards', 'sass', 'interpret', 'standards', 'provide', 'guidance', 'conducting', 'work']","['aicpa', 'american', 'institute', 'certified', 'public', 'accountants']",0
"['im', 'pretty', 'happy', 'far']","['content', 'far']",0
"['37', 'hectares', '91', 'acres', 'garden', 'set', 'lands', 'wag', 'wag', 'river', 'twists', 'steep', 'narrow', 'valley']","['wag', 'wag', 'river', 'named', 'resembles', 'dogs', 'tail']",1
"['tuppence', 'rose']","['tuppence', 'remained', 'seated']",2
"['mustnt', 'keep']","['would', 'risky', 'keep']",1
"['forewarned', 'download', 'takes', 'quite', 'via', 'modem']","['take', 'long', 'time', 'download', 'onto', 'computer', 'modem']",0
"['hes', 'course', 'uh', 'guess', 'hes', 'trained', 'uh', 'martial', 'arts', 'sort', 'plot', 'bland', 'acting', 'bland', 'mostly', 'centered', 'upon', 'abilities']","['trained', 'martial', 'arts', 'plot', 'boring']",0
"['ripped', 'ligaments', 'right', 'ankle']","['ever', 'since', 'injured', 'right', 'ankle', 'cant', 'put', 'weight']",1
"['gaos', 'prior', 'work', 'best', 'practices', 'covers', 'achieving', 'first', 'knowledge', 'point']","['gao', 'doesnt', 'know', 'best', 'practices', 'first', 'knowledge', 'point']",2
"['well', 'hear', 'kids', 'needing', 'ill', 'go', 'see', 'need', 'well', 'maybe', 'talk']","['need', 'check', 'see', 'kids', 'need']",0
"['explanations', 'corroborate', 'findings']","['disapprove', 'findings', 'explanations']",2
"['coast', 'guard', 'rules', 'establishing', 'bridgeopening', 'schedules']","['navy', 'creates', 'bridgeopening', 'schedules']",2
"['decline', 'decadence']","['rising', 'trashy']",2
"['however', 'corequesters', 'can', 'not', 'approve', 'additional', 'corequesters', 'restrict', 'timing', 'release', 'product', 'issued']","['corequesters', 'can', 'not', 'approve', 'corequesters']",0
['considered'],"['thought', 'accepted', 'go']",1
"['white', 'house', 'denies']","['white', 'house', 'record', 'knows', 'true']",1
"['jons', 'feeling', 'age', 'weariness', 'must', 'shown']","['jon', 'feeling', 'young', 'spry']",2
"['oh', 'know', 'like', 'im', 'right']","['find', 'current', 'job', 'enjoyable']",0
"['spot', 'leave', 'viewer', 'wondering', 'rest', 'story', 'tale', 'condom', 'could', 'tell']","['spot', 'leaves', 'viewer', 'pondering', 'stories', 'resolution', 'condom', 'fits']",0
"['possible', 'walk', 'water', 'dunns', 'river', 'steps', 'erected', 'side', 'water', 'take', 'platform', 'foot', 'first', 'cascade']","['go', 'platform', 'foot', 'first', 'cascade', 'walking', 'steps', 'alongside', 'water']",0
['introduction'],"['line', 'considered', 'introduces', 'work', 'referencing']",0
"['trying', 'luck']","['give', 'try']",0
"['disastrous', 'campaign', 'russia', 'found', 'time', 'moscow', 'draw', 'new', 'statute', 'comdiefrancaise', 'national', 'theater', 'dissolved', 'revolution']","['napoleon', 'led', 'invasion']",1
"['give', 'handed']","['told', 'give']",0
"['uhhuh', 'oh', 'yeah', 'people', 'right', 'uh', 'life', 'something']","['oh', 'yeah', 'people', 'bad', 'life']",2
"['centuries', 'loire', 'river', 'vital', 'highway', 'atlantic', 'heart', 'france']","['loire', 'new', 'river', 'discovered', 'last', 'year']",2
"['example', 'moderate', 'scenario', 'assumes', '50', '1']","['50', 'secured']",1
"['feel', 'applied']","['care', 'feeling', 'apply', 'whichever', 'way', 'finish', 'already']",2
"['legal', 'scholar', 'randall', 'kennedy', 'wrote', 'book', 'race', 'crime', 'law', 'even', 'race', 'one', 'several', 'factors', 'behind', 'decision', 'tolerating', 'means', 'tolerating', 'potentially', 'decisive', 'factor']","['race', 'always', 'considered', 'judicial', 'decisions']",1
['susan'],"['susan', 'fifth', 'grade', 'teacher']",1
"['many', 'hiv', 'researchers', 'putting', 'hopes', 'combining', 'drug', 'treatments', 'strategies', 'boost', 'immune', 'system']","['hiv', 'researches', 'believe', 'hiv', 'cured', 'soon']",1
"['member', 'studentrun', 'chapter', 'american', 'civil', 'liberties', 'union', 'new', 'york', 'state', 'zelon', 'worked', 'resolve', 'disputes', 'students', 'police', 'officers', 'help', 'protect', 'publics', 'right', 'peaceful', 'protest']","['zelon', 'studentrun', 'chapter', 'american', 'civil', 'liberties', 'union', 'new', 'york', 'state']",0
"['1923', 'turkey', 'broke', 'away', 'tired', 'ottoman', 'rulers', 'kemal', 'ataturk', 'rose', 'power', 'wave', 'popular', 'support']","['kemal', 'ataturk', 'never', 'affiliated', 'ottoman', 'empire']",2
"['want', 'see', 'historic', 'sights', 'tour', 'museums', 'art', 'galleries']","['since', 'love', 'learning', 'new', 'things', 'would', 'like', 'visit', 'historic', 'places', 'museums', 'art', 'galleries']",1
"['midst', 'final', 'desultory', 'polishing', 'silver', 'tuppence', 'disturbed', 'ringing', 'front', 'door', 'bell', 'went', 'answer']","['tuppence', 'able', 'polish', 'silver', 'without', 'disruptions']",2
"['actually', 'think', 'abortions', 'going', 'take', 'turn', 'theres', 'going', 'many', 'think', 'contraceptives', 'going', 'popular', 'mean', 'realize', 'popular', 'think']","['believe', 'rising', 'popularity', 'contraceptives', 'push', 'abortion', 'rate']",0
"['lucky', 'one', 'respect', 'stroke', 'wasnt', 'really', 'know', 'really', 'much', 'aware', 'going']","['wasnt', 'aware', 'going', 'stroke']",0
"['northern', 'beach', 'magnificent', 'tan', 'sand', 'agreeably', 'reached', 'boat']","['beach', 'beautiful', 'sand']",0
"['youre', 'ready', 'fray', 'either', 'bustling', 'great', 'bazaars', 'delhis', 'chandni', 'chowk', 'mumbais', 'bhuleshwar', 'sedate', 'ambience', 'grander', 'shops', 'showrooms']","['grander', 'showrooms', 'tend', 'extremely', 'lively', 'atmospheres']",2
"['lalley', 'also', 'enthused', 'bar', 'efforts', 'behalf', 'poor', 'notably', 'legal', 'assistance', 'center', 'operate', 'new', 'courthouse']","['lalley', 'enthusiastic', 'bars', 'initiative', 'help', 'poor']",0
"['voice', 'even', 'calm', 'hint', 'rage']","['concerned', 'happening']",1
"['jon', 'shifted', 'sword', 'tip', 'slid', 'past']","['john', 'dodged', 'tip', 'sword']",0
"['short', 'whale', 'incompressible']","['parts', 'whale', 'could', 'compressed']",1
"['kansas', 'city', 'power', 'lights', 'hawthorn', 'power', 'station', 'unit', '5', 'replaced', 'excluding', 'turbine', '22', 'months']","['took', 'less', '22', 'months', 'replace', 'unit', '5']",0
"['savour', 'full', 'effect', 'architects', 'skill', 'enter', 'courtyard', 'gate', 'opens', 'onto', 'hippodrome']","['architect', 'lacked', 'notable', 'skill']",2
"['agreedupon', 'auditors', 'perform', 'testing', 'issue', 'report', 'findings', 'based', 'specific', 'procedures', 'performed', 'subject', 'matter']","['agreedupon', 'auditors', 'never', 'tried', 'issue', 'report', 'findings', 'based', 'specific', 'procedures']",2
"['constrained', 'laws', 'regulations', 'formulated', 'congress', 'two', 'centuries']","['regulations', 'created', 'course', 'two', 'hundred', 'years']",0
"['see', 'kind', 'thing', 'know', 'little', 'bit', 'helps']","['see', 'kind', 'treatment', 'animals', 'good', 'help', 'resolve']",1
"['auditors', 'another', 'country', 'engaged', 'conduct', 'audits', 'country', 'meet', 'professional', 'qualifications', 'practice', 'countrys', 'laws', 'regulations', 'acceptable', 'standards', 'issued', 'international', 'organization', 'supreme', 'audit', 'institutions']","['auditors', 'may', 'conduct', 'business', 'foreign', 'countries']",0
"['yeah', 'open', 'yeah', 'theres', 'uh', 'got', 'forty', 'fifty', 'foot', 'high', 'cliffs', 'around', 'possum', 'kingdom', 'get', 'ski', 'uh', 'adjacent', 'uh', 'doesnt', 'make', 'difference', 'windy', 'dont', 'notice']","['possum', 'kingdom', 'attracts', 'lots', 'skiers', 'world']",1
"['yeah', 'program', 'due', 'uh', 'one', 'one', 'window', 'program', 'one', 'program', 'running', 'ever', 'mistake', 'could', 'easily', 'check', 'know', 'could', 'look', 'program', 'say', 'made', 'error']","['could', 'view', 'one', 'window', 'time', 'hard', 'catch', 'errors']",2
"['greatly', 'outnumber', '6500odd', 'human', 'inhabitants', 'mostly', 'white', 'many', 'descendants', 'huguenots', 'brittany', 'normandy']","['normandy', 'brittany', 'epicentres', 'huguenot', 'movement']",1
"['placing', '”', 'one', 'card', '”', 'on', 'another', '”', 'with', 'mathematical', '”', 'precision', 'watched', 'card', 'house', 'rising', 'hands', 'story', 'story']","['took', 'time', 'carefully', 'placing', 'cards', 'top']",0
"['think', 'report', 'shows', 'inordinately', 'productive', 'successful', 'year']","['report', 'well', 'done']",1
"['places', 'surface', 'transportation', 'available', 'senders', 'would', 'required', 'pay', 'air', 'rates', 'possibly', 'air', 'rates', 'keyed', 'characteristics', 'alaskan', 'air', 'system']","['alaskan', 'air', 'system', 'effective', 'method', 'shipping']",1
"['judge', 'really', 'wants', 'facts', 'wants', 'make', 'good', 'decision', 'said']","['end', 'judge', 'made', 'bad', 'decision', 'since', 'imprisoned', 'someone', 'innocent']",1
"['suppose', 'private', 'delivery', 'firm', 'cleveland', 'competing', 'postal', 'service']","['imagine', 'staterun', 'delivery', 'firm', 'trying', 'phase', 'postal', 'service']",2
"['last', 'year', 'arafat', 'cracked', 'hamas', 'string', 'bombings', 'tel', 'aviv', 'jerusalem', 'arresting', '1200', 'suspected', 'terrorists', 'destroying', 'hamas', 'safe', 'houses', 'confiscating', 'weapons', 'caches']","['arafat', 'stood', 'back', 'watched', 'hamas', 'attack', 'tel', 'aviv', 'jerusalem']",2
"['despite', 'hoopla', 'prochoice', 'advocates', 'confession', 'lied', 'circumstances', 'procedure', 'generally', 'used', 'five', 'lawmakers', 'switched', 'votes', 'yes']","['prochoice', 'advocates', 'admission', 'lying', 'circumstances', 'procedure', 'didnt', 'seem', 'matter', 'lawmakers']",0
"['program', 'added', 'carroll', 'grayson', 'counties', 'city', 'galax', 'five', 'attorneys']","['carroll', 'grayson', 'counties', 'added']",0
"['north', 'snowcapped', 'alps', 'jagged', 'pink', 'pinnacles', 'dolomites', 'gleaming', 'alpinebacked', 'lakes', 'como', 'garda', 'maggiore', 'fertile', 'industrial', 'plain', 'po', 'stretching', 'turin', 'milan', 'across', 'ancient', 'verona', 'palladianvilla', 'studded', 'hills', 'vicenza', 'romantic', 'canals', 'venice']","['alps', 'always', 'hot']",2
"['arafat', 'also', 'ailing', 'clear', 'successor']","['arafat', 'bad', 'health', 'person', 'chosen', 'take', 'place']",0
"['itc', 'enlisted', 'legal', 'services', 'attorneys', 'across', 'state', 'manage', '12', 'categories', 'volunteers', 'organize', 'contributions', 'add', 'searchable', 'database']","['volunteers', 'happy', 'help']",1
"['well', 'thats', 'pretty', 'typical', 'though', 'uh', 'dont', 'uh', 'dont', 'guess', 'going', 'much', 'different', 'uh', 'past', 'expect', 'uh', 'july', 'august', 'well', 'see', 'uh', 'share', 'hundred', 'degree', 'days']","['pretty', 'normal', 'hundred', 'degree', 'days']",0
['13yearolds'],"['college', 'students']",2
"['final', 'rule', 'contains', 'federalism', 'assessment', 'executive', 'order']","['final', 'rule', 'federalism', 'assessment', 'added', 'executive', 'order']",0
"['jon', 'took', 'susan', 'mother', 'boy', 'befriended']","['jon', 'took', 'susan', 'somewhere']",0
"['interesting', 'conflict', 'conflict', 'interest']","['conflicts', 'interest', 'arise']",2
"['youre', 'without', 'paycheck', 'time', 'dont', 'least', 'thats', 'understanding', 'even', 'know', 'first', 'time', 'go', 'counseling', 'six', 'weeks', 'youre', 'back', 'work']","['dont', 'paycheck', 'six', 'week', 'go']",0
"['cried', 'horse', 'got', 'killed', 'wolf', 'got', 'killed']","['went', 'entire', 'thing', 'without', 'crying']",2
"['city', 'literature', 'theater', 'historically', 'dominated', 'scene', 'visual', 'arts', 'finally', 'coming', 'new', 'museum', 'modern', 'art', 'many', 'galleries', 'display', 'work', 'modern', 'irish', 'artists']","['visual', 'arts', 'finally', 'coming', 'city', 'new', 'museum']",0
"['per', 'week']","['every', 'day']",2
"['heels', 'clicked', 'together']","['clicked', 'heels', 'together', 'reason']",1
"['8', 'million', 'relief', 'form', 'emergency', 'housing']","['money', 'spent', 'emergency', 'housing', 'relief']",2
"['dont', 'even', 'know', 'figure', 'really', 'im', 'glad', 'dont', 'work', 'store']","['im', 'happy', 'dont', 'work', 'store']",0
['course'],['course'],2
"['civil', 'libertarians', 'denounced', 'improper', 'churchstate', 'partnership', 'sectarian', 'scheme', 'milk', 'taxpayer', 'feelgood', 'diversion', 'rest', 'coalitions', 'agenda']","['civil', 'libertarians', 'celebrated', 'partnerships', 'role', 'supporting', 'coalitions', 'core', 'agenda']",2
"['since', 'bell', 'curve', 'published', 'become', 'clear', 'almost', 'everything', 'inexcusably', 'suspect', 'data', 'mistakes', 'statistical', 'procedures', 'would', 'flunked', 'sophomore', 'murrayherrnstein', 'deceasedclearly', 'understand', 'correlation', 'coefficient', 'means', 'deliberate', 'suppression', 'contrary', 'evidence', 'name']","['bell', 'curve', 'based', 'faulty', 'data', 'unethical', 'work']",0
"['iq', 'boosting', 'achieved', 'fetal', 'replacement', 'process', 'embryos', 'two', 'carefully', 'selected', 'mothers', 'switched', 'one', 'another']","['iq', 'boosting', 'done', 'fetal', 'replacement', 'first', 'trimester']",1
"['explanation', 'building', 'inverse', 'starting', 'observations', 'evaluator', 'develops', 'picture', 'happening']","['explanation', 'building', 'going', 'standard', 'approach', 'future']",1
"['never', 'managed', 'plan', 'departure', 'right']","['im', 'going', 'plan', 'departure']",1
"['judge', 'bailey', 'chosen', 'looked', 'representative', 'future', 'winners']","['nobody', 'liked', 'judge', 'bailey']",2
"['endorphins', 'flowing']","['endorphins', 'flowing']",0
"['yeah', 'remember', 'uh', 'remember', 'kid', 'parents', 'watching', 'ed', 'sullivan', 'show', 'really', 'big', 'deal', 'household', 'ed', 'sullivan', 'show', 'yeah', 'guess', 'guess', 'saturday', 'night', 'went', 'see', 'movie', 'doors', 'couple', 'days', 'ago', 'scene']","['watched', 'ed', 'sullivan', 'show', 'tenyearsold']",1
"['sat', 'moment', 'silence']","['seated', 'enjoyed', 'silence']",1
"['erri', 'dont', 'know']",['sure'],0
"['marina', 'del', 'rey', 'another', 'also', 'charter', 'yacht']","['one', 'charter', 'yacht', 'marina', 'del', 'rey']",0
"['dont', 'think', 'deterrent']","['convinced', 'deterrent']",2
"['half', '800000', 'native', 'islanders', 'children', 'mother', 'traditionally', 'responsible', 'bringing', 'handling', 'money', 'making', 'key', 'domestic', 'decisions']","['father', 'responsable', 'raising', 'children', 'native', 'islander', 'families']",2
"['get', 'drink']","['make', 'espresso']",1
"['keep', 'romance', 'marriage', 'apart', 'tommy', 'flushed']","['tommy', 'said', 'dont', 'mix', 'romance', 'marriage']",0
"['find', 'manchester', 'sheffield', 'cambridge', 'jamaica', 'name', 'three']","['many', 'places', 'jamaica', 'well']",1
"['cadaans', 'mouth', 'hung', 'open']","['cadaans', 'mouth', 'cut', 'wide', 'open']",1
